newsID,title,label,sentenceNo,sentenceContent,sentenceSize
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,21,또 김재규 재판의 예를 들어서 이것은 45년 지나서 재심까지도 할 수 있는 사안이라고까지도 구체적으로 얘기했다는 건 절차적 흠결에 대해서 법원이 대단히 중하게 보고 있다.,95
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,22,거기에 공수처가 내란죄 수사권을 갖고 있었느냐의 여부에 대해서 처음부터 윤 대통령 측에서 문제제기해 왔던 그 부분을 정확하게 짚은 것이다.,77
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,23,그래서 수사부터 다시 해야 되는 게 아닌가 이런 생각까지 듭니다.,36
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,24,[앵커] 수사부터 다시 해야 되는 것 아닌가.,25
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,25,부의장께서는 어떻게 보셨습니까?,17
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,26,[성치훈] 일단 저희가 지적하고 싶은 건 지금 혐의에 대해서 면죄부를 준 게 아니거든요.,49
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,27,"그런데 지금 대통령 측이나 국민의힘에서는 벌써부터 직무복귀를 운운하는 건 마치 오늘의 취소 결정이 인용된 게 윤석열 대통령에 대한 내란혐의를 벗겨준 것처럼, 씻겨준 것처럼 대응하고 있다는 건 부적절하다는 지적을 하고 싶고요.",125
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,28,절차 관련된 지적을 한 겁니다.,17
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,29,"방금 대변인께서 말씀해 주신 것처럼 지금 윤석열 대통령이 검찰총장 시절일 때도, 윤석열이 이끄는 검찰 때도 그때는 다 날로 계산하면서 그것들을 해 왔거든요.",87
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,30,그런데 그걸 왜 하필이면 지금까지 쭉 문제 없이 하다가 윤석열 대통령에 대한 구속영장 취소 인용을 받아들일 때 갑자기 적용했는가?,72
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,31,그것에 대한 문제는 있을 수 있습니다.,21
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,32,이게 단순히 법이 아닌데 관례로써 해 왔던 것들이 아니라 형사소송법 66조나 201조에 보면 날로 한다는 내용들이 다 담겨 있어요.,73
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,33,그렇기 때문에 법적으로도 문제가 없는 것들인데 굳이 지금 이 상황에서 왜 윤석열 대통령에만 이걸 적용하느냐.,60
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,34,저는 그렇기 때문에 앞에 있는 시간과 관련된 문제는 9시간 45분을 초과했다고 하는데 이 부분을 검찰이 항고할 여지가 충분하다고 생각합니다.,78
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,35,그런데 아까 말씀하신 것처럼 뒷부분이 좀 문제가 될 수 있는 건데.,37
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,36,"수사권한에 대해서 이것도 사실 지적하고 싶은 게 국민의힘 측에서는 우리가 원내대표나 이런 얘기를 들어봤지만 공수처의 수사에 위법성이 드러났다, 이런 식으로 얘기하는데 그런데 우리가 좀 더 자세히 들여다보겠지만 위법성을 지적하지는 않았거든요.",134
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,37,"애매모호함, 명확성을 기해야 한다.",19
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,38,이런 식으로 했기 때문에 그런 것들에 대해서도 검찰에서는 충분히 즉시항고할 만한 내용을 담고 있다고 보고 있습니다.,64
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,39,"[앵커] 두 분이 말씀하신 부분이 조금 다른 면이 있습니다마는 공통적인 건 그동안은 날로 계산해 오던 것, 그걸 아까 관례라고 표현하셨습니다마는.",81
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,40,그걸 왜 이번 판결에서는 시간으로 했느냐 이 부분에 대해서는 두 분이 공통적으로 의견을 갖고 계신 것 같은데.,61
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,41,그러면 이건 어떻습니까?,13
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,42,"구속영장을 계산할 때는 그렇게 했고, 영장심사할 때.",29
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,43,"그런데 체포적부심사 소요 시간은 그냥 구속기간에 포함시켰단 말이죠, 이건 따로 떼서 계산하지 않고.",55
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,44,이건 어떻게 보시나요?,12
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,45,[윤희석] 설명을 들어보니까 체포와 구속은 다르기 때문에 피고인의 이익으로 봐야 한다.,48
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,46,그래서 시간이 도과한 것으로 본 것으로 저는 이해를 했어요.,33
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,47,결론적으로는 검찰에서 체포영장 발부하고 체포되는 기간 중에 체포적부심도 들어가고 이런 경우가 거의 없으니까 거기에 대해서 뭔가 다른 판단을 법원에서 한 게 아닌가.,91
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,48,저는 이 생각이 듭니다.,13
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,49,저희가 1월 24일날 똑같은 방송을 할 때 속보가 나온 게 윤석열 대통령에 대한 구속기간 연장을 법원에서 불허했었어요.,66
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,50,[앵커] 그때 같이 방송을 저희가...,21
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,51,"[윤희석] 방송하는 중에 속보가 들어와서 예상을 못해서 굉장히 당황하면서 방송했던 기억이 있는데 그때부터 법원에서는 공수처와 검찰의 합작수사에 의한 기소, 구속 상태에 대해서 대단히 뭔가 문제의식을 갖고 있었던 게 아닌가 하는 생각이 듭니다.",135
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,52,"그렇지 않다면 구속취소라는 건 거의 예가 없다고 저는 들었거든요, 법조계에서.",43
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,53,그런데 오늘 이렇게 모두의 예상을 깨고 구속취소까지 나온 데는 그러한 법원의 시각이 담긴 게 오늘만 있었던 게 아니라 그전에 구속기간 연장불허 거기에서부터 시작된 거라고 생각합니다.,101
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,54,"[앵커] 그러니까 지금 대변인께서 말씀하신 1월 24일 그날이 어떤 날이냐 하면 지금 오늘 중앙지법에서 계산하기로 24일 밤 0시, 밤 12시 이때가 영장 만료 기간이었다고 명시를 딱 했단 말이죠.",110
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,55,그런데 그날 검찰이 요청한 구속기간을 연장해 달라고 했는데 그날 불허한 날이 24일었단 말씀인데 그때부터 오늘의 조짐이 있었다고 지금 말씀하시는 거예요.,85
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,56,"그래서 기소를 언제 하느냐가 굉장히 중요했는데 저는 솔직히 시간 단위로 계산을 해 봤기 때문에 제가 생각한 것보다는 기소가 좀 늦게 됐어요, 저는 개인적으로.",88
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,57,[앵커] 검찰이 1월 26일날 기소할 때?,23
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,58,하루이틀 늦은 게 아닌가 저는 혼자 그런 생각을 해 봤습니다.,34
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,59,저는 형소법도 모르고 그렇게 계산을 해 봤습니다.,27
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,60,왜냐하면 체포적부심 기간 빼야 된다는 얘기부터 시작해서 여러 얘기들이 있었기 때문에.,47
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,61,"그런데 오늘 이렇게 계산을 한 걸 보면 어쨌든 법원에서는 윤석열 대통령에 대한 인신구속 과정에 있어서 여러 가지 절차들, 시간부터 시작해서 영장청구, 발부 과정 모든 것에 대해서 종합적으로 판단해 볼 때 문제가 있다고 봐왔던 게 아닌가 이런 생각이 듭니다.",143
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,62,[앵커] 성 부의장 어떻게 들으셨어요?,21
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,63,[성치훈] 대변인께서 말씀하신 것처럼 10일에서 연장했을 때 그게 기각됐을 때 어떻게 보면 일이 꼬이기 시작한 것으로 볼 수 있는데요.,75
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,64,"사실 공수처와 검찰이 서로 수사를 하고 싶어했었는데 공수처가 대통령에 대한 수사권한을 가져가면서 대신에 구속이 됐을 때 10일, 10일.",76
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,65,20일 중에 10일만 쓰겠다.,16
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,66,검찰이 10일을 쓰라고 자기들끼리 합의했던 거 아닙니까?,31
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,67,이런 것들이 어떻게 보면 법으로 나와 있는 거 아닙니다.,31
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,68,그런데 그 10일을 연장해서 검찰이 쓰려고 했던 시간이 갑자기 기각되면서 검찰이 대응할 수 있는 시간이 많이 부족했죠.,66
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,69,그런데 그럼에도 불구하고 대변인께서 말씀하신 것처럼 그때도 분명 시간을 언제까지 볼 것이냐에 대한 논쟁이 있었거든요.,65
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,70,그러면 그때 논쟁이 발생했으면 검찰이 보수적으로 해석해서 일찍 기소를 했어야죠.,44
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,71,9시간 45분이 초과됐다고 하는 거면 그날 저녁에 기소했는데 충분히 오전에 기소해서 그 시간을 보수적으로 해석해서 이런 문제가 없을 때 할 수 있었던 거거든요.,89
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,72,물론 공수처의 책임도 있습니다.,17
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,73,공수처가 제대로...,11
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,74,서로 검찰과 계산하지 못하고 이렇게 연장되지 못할 걸 그 당시 예측하지 못한 상태에서 10일을 다 끈 다음에 넘겨줬던 공수처의 책임도 있고 검찰도 그걸 알고 뒤늦게 받아들인 다음에 보수적으로 해석해서 빨리 기소하지 못한 검찰의 책임도 있는 겁니다.,138
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,75,그렇기 때문에 저는 검찰과 공수처 모두 이 사태에 대해서 책임감을 느껴야 되고 그리고 즉시항고에 대한 권한을 갖고 있는 검찰 측에서는 즉시항고해서 본인들이 생각하는 바로 뭔가 다시 논쟁싸움을 해야 한다고 보고 있는 겁니다.,124
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,76,[앵커] 같은 재판부가요.,14
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,77,그런데 김용현 전 장관에 대해서는 다른 판결을 내렸었거든요.,33
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,78,지난 2월 20일에 김용현 전 장관의 구속취소 청구는 기각했습니다.,37
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,79,받아들이지 않았던 것만큼 판단이 달랐던 배경도 관심이 있는데 이유가 뭐라고 생각하십니까?,49
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,80,[윤희석] 일단 날짜계산에서 큰 문제가 없었을 가능성이 크고요.,35
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,81,김용현 전 장관 같은 경우에는 윤 대통령 체포 구속 과정에서 저희가 문제제기했던 절차상의 문제가 적었다고 봐야죠.,63
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,82,검찰에 의해서 구속된 건데 공수처 수사를 통해서 검찰로 넘어가고 이런 복잡한 과정을 거치지 않았지 않았습니까?,61
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,83,그러게 입법의 분리사항 이 부분을 확실하게 짚고 넘어가자 이런 차원의 문제제기가 있을 수 있는 상황은 아니었다.,62
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,84,"그래서 저는 구속취소가 불허됐다, 이렇게 이해합니다.",29
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,85,[앵커] 성 부의장은 어떠세요?,17
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,86,[성치훈] 저도 시간 문제도 있었던 것 같고요.,26
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,87,일단 대통령의 경우에는 불소추특권을 갖고 있기 때문에 내란죄가 아니면 어떻게 보면 적용할 수 없잖아요.,57
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,88,그런데 김용현 전 장관의 경우는 그게 아닙니다.,26
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,89,대통령이 아니기 때문에 내란죄 이외에도 다양한 계엄법 위반 등등 해서 관련된 법 위반들로 충분히 구속할 수 있기 때문에 그리고 수사할 수 있는 것이기 때문에 그런 측면에서 김용현 전 장관에 대해서는 구속을 유지하고 구속수사를 하는 것에 문제가 없었다고 보여지고요.,147
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,90,"결국 대통령에 관한 수사기관의 문제, 저는 초반에 이걸 국수본이 맡느냐, 공수처가 맡느냐.",50
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,91,이 문제를 대통령에 관해서는 말끔하게 정리를 하고 넘어갔었어야 되는 것인데 뭔가 그냥 공수처가 하겠다고 하니까 맡겨주는 안일하게 대처했던 것이 오늘의 취소인용으로 나온 게 아닌가 보고 있습니다.,108
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,92,"[앵커] 아까 윤 대변인님께서 잠깐 말씀하셨습니다마는 재판부가 재심 청구 우려, 이 얘기를 하면서 예전의 김재규 사건 이걸 예로 들기도 했는데 이렇게 한번 여쭤보죠.",92
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,93,만약에 오늘 이렇게 법원이 윤 대통령 측의 구속취소를 받아들이지 않았다면 나중에 형사재판에 문제가 됐을까요?,60
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,94,[윤희석] 저는 충분히 그럴 가능성이 있다고 봅니다.,29
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,95,구속취소가 안 됐다 하더라도 재판을 하는 과정에서 윤 대통령 측에서는 계속 수사 시작 개시부터 잘못됐다는 얘기를 할 수밖에 없을 겁니다.,76
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,96,저희가 계속 얘기하지만 공수처에서 논리를 자꾸 붙여서 내란죄 수사할 수 있다는 전제를 달고 체포영장 청구하고 구속영장 청구하지 않았습니까?,77
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,97,"법원은 그걸 받아줬어요, 서부지법에서.",21
LC_M09_2025-03-05_대통령 복귀 선고 언제_001,"[뉴스NIGHT] 윤 대통령 구속 취소...""사필귀정"" vs ""즉시 항고""",정치,98,그런데 재판 본안에 들어가서 판단을 해 볼 때 수사권이 없는 문제에 대해서 더 깊게 다툴 가능성이 큽니다.,59
