newsID,title,label,sentenceNo,sentenceContent,sentenceSize
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,19,●친환경 브랜드로 도약 칠성사이다는 환경 보호에도 앞장서고 있다.,36
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,20,"업계 최초로 환경부와 한국환경산업기술원으로부터 탄소 배출량 심사를 받아 ‘저탄소제품’ 인증을 획득했으며, 2019년에는 무색 페트병을 도입해 재활용이 용이하도록 개선했다.",95
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,21,"이후 페트병 경량화, 비접착식 라벨, 무라벨 페트병 등의 친환경 정책을 지속적으로 추진하고 있다.",54
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,22,"향후에도 재활용 플라스틱을 활용한 페트병 도입을 확대하고, 환경 친화적 포장재 개발을 지속하며 저탄소 녹색성장에 기여할 계획이다.",72
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,23,●세계로 뻗어나가는 칠성사이다 롯데칠성음료는 국내 시장에서의 성공을 바탕으로 글로벌 시장 확대에도 나서고 있다.,62
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,24,"지난 2월 아랍에미리트 두바이에서 열린 ‘걸푸드(GULFOOD) 2025’ 식품박람회에서 칠성사이다를 선보이며 중동, 유럽, 아시아 등 세계 각국 바이어와 약 180건의 상담을 진행했다.",104
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,25,이를 계기로 해외 시장 진출을 본격화할 전망이다.,27
LC_M09_2025-03-10_칠성 사이다_001,"칠성사이다, 75주년 맞아 새 패키지 공개…대한민국 대표 탄산음료의 변...",경제,26,"롯데칠성음료 관계자는 “칠성사이다는 대한민국의 희로애락을 함께해온 국민 음료로, 앞으로도 세대와 시대를 초월해 사랑받는 브랜드로 자리 잡을 것”이라며 “트렌드 변화에 맞춰 지속적인 혁신을 이어가겠다”고 밝혔다.",117
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,1,[서울=뉴시스] 편의점 CU가 본격적인 기온 상승을 맞아 이달 총 80여 종의 음료를 대상으로 중증음료센터 프로모션을 진행한다고 12일 밝혔다.,80
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,2,(사진=BGF리테일 제공) *재판매 및 DB 금지 [서울=뉴시스]이현주 기자 = 편의점 CU가 본격적인 기온 상승을 맞아 이달 총 80여 종의 음료를 대상으로 중증음료센터 프로모션을 진행한다고 12일 밝혔다.,116
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,3,CU는 갑자기 찾아온 더위를 피해 시원한 음료를 가까운 편의점에서 구매할 수 있다는 의미를 담아 음료 프로모션 명을 '중증음료센터'로 정했다.,79
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,4,특히 CU는 행사 중 60% 가량을 원 플러스 원(1+1)으로 구성했다.,40
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,5,"우선 CU는 몬스터, 코카콜라, 썬키스트, 스프라이트 등 기온이 상승하며 매출이 오르는 탄산, 에너지, 스포츠·이온 인기 브랜드 음료에 대해 원 플러스 원 증정 행사를 펼친다.",98
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,6,"또 펩시, 칠성사이다 등의 대용량(490㎖) 신상 음료에 대해서도 500원 할인 혜택을 제공한다.",54
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,7,건강 관리가 주요 트렌드로 자리잡음에 따라 한의학 박사와 연구·개발한 'T(티)없이 맑은차' 등의 차음료 4종도 증정 혜택이 주어진다.,75
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,8,"또 CU는 새학기를 맞아 카페인 섭취를 원하는 고객을 겨냥해 동원, 빙그레, 푸르밀 등에서 내놓은 커피 음료와 웅진 '자연은' 과즙 음료 2종(자몽·복숭아)도 원 플러스 원으로 구매 가능하다.",107
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,9,이 외에도 CU는 동아제약 대표 숙취해소음료인 모닝케어 2종에 대해 증정 행사를 펼치고 다음 달 3일까지 논알콜 하이네켄(330㎖) 2개 이상 구매 시 개당 1850원 할인 혜택까지 제공한다.,107
LC_M09_2025-03-10_칠성 사이다_002,"""80여종 음료 1+1 증정 행사"" CU, '중증음료센터' 프로모션 진행",스포츠,10,한편 CU는 레몬 애사비 소다캔(1700원·250㎖)과 바이탈 레몬캔(2700원·500㎖) 등 탄산 음료 2종도 내놓고 상시 원 플러스 원 행사를 펼친다．,86
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,1,"작년 매출 1천억, 출시 14년만 롯데칠성서 8번째 메가브랜드 최근엔 헬스광들에게 큰 인기 ‘핫식스’.",57
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,2,[사진 출처 = 롯데칠성음료] 지난해 국내 종합음료기업 최초로 ‘4조 클럽’(연 매출 4조원 이상)에 입성한 롯데칠성음료가 에너지 음료 ‘핫식스’를 8번째 ‘메가 브랜드’(연 매출 1000억원 이상)로 만들어내는 데 성공했다.,126
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,3,출시 14년 만에 이룬 쾌거다.,17
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,4,"야근하는 직장인, 밤샘 공부하는 학생, 섞어 마시는 애주가는 물론 최근 헬스광들의 ‘최애’ 음료가 된 게 비결로 꼽힌다.",67
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,5,10일 식품업계에 따르면 롯데칠성음료는 지난해 핫식스 단일 브랜드 하나로 국내외에서 1080억원의 매출을 올렸다.,63
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,6,지난 2010년 출시 이래 핫식스로 매출 1000억원을 넘긴 건 이번이 처음이다.,45
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,7,롯데칠성음료의 마지막 메가 브랜드는 2023년 ‘밀키스’다.,33
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,8,당시 밀키스는 1000억원이 훌쩍 넘는 매출을 올려 7번째 메가 브랜드에 등극한 바 있다.,50
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,9,"롯데칠성음료는 이로써 핫식스를 포함해 칠성사이다, 펩시콜라, 칸타타, 레쓰비, 아이시스, 델몬트, 밀키스 등 8개의 메가 브랜드를 보유한 회사가 됐다.",84
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,10,"롯데칠성 관계자는 “탄산, 커피, 생수, 주스 등 음료 전반이 내수 경기 침체로 힘을 못 쓸 때 에너지 음료만은 괴력을 발휘했다”며 “에너지 음료가 단순 유행 음료가 아니라는 점이 명징해졌다”고 설명했다.",114
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,11,지난해 핫식스의 국내 매출은 전년 대비 22.1% 늘며 롯데칠성의 전 음료 사업 중 가장 높은 성장률을 기록했다.,63
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,12,핫식스는 국내 에너지 음료 시장의 선구자다.,24
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,13,출시 첫해부터 소비자 사이에 소문이 퍼지면서 단숨에 1위 브랜드로 자리매김했다.,44
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,14,현재는 코카콜라의 ‘몬스터 에너지’와 국내 시장을 양분하고 있다.,36
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,15,"업계에선 몬스터 에너지의 시장 점유율을 50% 안팎, 핫식스의 점유율을 40% 내외로 추정하고 있다.",56
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,16,핫식스는 몬스터 에너지나 레드불과 달리 토종 에너지 음료로도 유명하다.,39
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,17,핫식스의 인기는 새로운 소비층의 형성으로 이어지고 있다.,31
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,18,최근 핫식스는 근력 강화 운동을 즐기는 젊은층의 운동 전 ‘부스터’ 음료로 각광 받는다.,49
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,19,"롯데칠성 관계자는 “과거 일부 소비자들이 핫식스를 술에 타 마셨다면, 요즘엔 운동 전 힘 나게 만드는 용도로 쓴다”면서 “에너지 음료가 또 다른 성장 국면에 들어갔다”고 설명했다.",100
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,20,지난 14년간 꾸준한 변주도 핫식스가 장수 브랜드가 된 비결이다.,36
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,21,지난해 초 회사는 ‘핫식스 더킹’에 적포도와 블루베리 과즙을 더한 ‘핫식스 더킹 퍼플 그레이프’를 출시했다.,60
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,22,집중력 강화 목적 외에 맛을 중요시하는 소비자를 위해서다.,32
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,23,2023년엔 제로 트렌드 확산에 맞춰 ‘핫식스 제로’를 내놨다.,35
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,24,2019년엔 대용량을 찾는 소비자들을 위해 용량을 40% 늘린 ‘핫식스 더킹’ 시리즈를 선보였다.,54
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,25,"내수시장 침체로 어려움을 겪고 있는 롯데칠성음료는 9번째, 10번째 메가 브랜드를 만들기 위한 준비도 하고 있다.",63
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,26,가장 유력한 다음 후보군은 게토레이다.,21
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,27,게토레이는 지난해 700억원의 매출을 올린 것으로 파악됐다.,33
LC_M09_2025-03-10_칠성 사이다_003,[단독] “온 국민 밤샐때 마신다더니”…매출 1000억 ‘국민음료’ 등극...,경제,28,롯데칠성 관계자는 “글로벌 메가 브랜드 확보를 매출 증가를 위한 핵심적 과제로 보고 있다”며 “2028년까지 연 매출 5조5000억원 달성을 회사의 중장기 목표로 설정했다”고 밝혔다.,102
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,1,칠성사이다 레귤러 펩시 제로슈거 라임향 3월 중 공식 판매 시작 롯데칠성음료가 '칠성사이다 레귤러'와 '펩시 제로슈거 라임향'의 490㎖ '점보캔'을 출시하기로 했다.,93
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,2,500㎖ 페트보다 용량과 가격을 낮춰 소비자들의 심리적 문턱을 낮추면서 캔 음료를 선호하는 수요를 흡수하겠다는 전략이다.,67
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,3,490㎖ 캔을 먼저 출시해 판매 중인 코카-콜라와의 정면승부도 기대된다.,40
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,4,10일 업계에 따르면 롯데칠성음료는 이달 중으로 두 제품에 대한 공식 판매를 시작할 예정이다.,52
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,5,"판매 채널별로 차이가 있지만, 3월 중 편의점과 마트 등 주요 판매 채널에 풀릴 것으로 보인다.",53
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,6,"현재 롯데칠성음료 공식 홈페이지인 '칠성몰'에서 칠성사이다 레귤러 캔은 210㎖, 250㎖, 350㎖ 총 3종이 판매되고 있으며, 펩시 제로슈거 라임향은 210㎖, 355㎖ 두 가지 종류의 캔이 판매되고 있다.",117
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,7,사실 국내 소비자들에게 500㎖에 가까운 용량은 페트로 더 익숙하다.,38
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,8,하지만 다가오는 여름철 청량한 캔 음료를 대용량으로 즐기고 싶은 소비자들의 세분화된 니즈에 대응하기 위한 전략으로 풀이된다.,69
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,9,가격적인 부분에서 낮아진 용량만큼 합리적일 것으로 보인다.,32
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,10,앞서 출시했던 코카-콜라의 490㎖ 캔 역시 500㎖보다 가격이 더 저렴하다.,43
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,11,코카콜라와 코카콜라 제로 모두 각각 2300원으로 비슷한 용량인 500㎖ 페트의 2400원보다 100원 싸다.,61
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,12,"100㎖당 가격(460원)으로, 기존 페트(480원)보다 20원 저렴하다.",41
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,13,500㎖ 페트 용량을 캔으로 대체해 플라스틱 사용량을 줄이려는 움직임으로도 해석된다.,47
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,14,그린피스에 따르면 롯데칠성음료는 지난 2021년부터 3년 연속 '일회용 플라스틱 배출량이 가장 높은 생수·음료류 기업' 1위에 선정된 바 있다.,80
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,15,"롯데칠성음료 관계자는 ""대용량 소비자 니즈가 늘어나고 있는 가운데, 탄산 캔 시장 내 점유율 확대를 위해 대용량 제품을 선보이게 됐다""고 설명했다.",82
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,16,이번 출시로 코카-콜라와의 경쟁에도 불이 붙을 전망이다.,31
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,17,"코카-콜라는 지난해 7월 '2024 파리올림픽' 시기 '코카콜라'와 '코카콜라 제로'의 490㎖ 캔을 처음으로 출시했지만, 시장 반응이 좋아 편의점과 온라인을 통해 상시판매하는 중이다.",103
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,18,"특히, 펩시 제로슈거와 코카-콜라 제로는 '제로 붐'을 일으킨 대표 제품으로 평가받는 만큼, 제로 시장에서의 경쟁도 더욱 치열해질 것으로 보인다.",81
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,19,마켓링크 조사에 따르면 제로 탄산음료의 연평균 성장률은 지난 5년간 약 30%에 달한다.,49
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,20,이는 일반 탄산음료의 성장률이 약 5%에 그친 것과 대조된다.,34
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,21,최근 국내 주요 음료 업체들도 용량을 소폭 줄이고 가격은 낮춘 제품들을 선보이는 중이다.,49
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,22,예전 캔 맥주는 355·500㎖ 등 두 가지뿐이었지만 최근에는 용량을 다변화해 다양한 제품을 판매하고 있다.,60
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,23,"하이트진로 '테라'는 250㎖, 360㎖, 369㎖, 453㎖를, '테라라이트'는 453㎖, 490㎖를 판매 중이다.",65
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,24,"'켈리' 역시 360㎖, 453㎖ 캔을 판매하고 있다.",30
LC_M09_2025-03-10_칠성 사이다_004,"펩시·사이다 '490㎖ 점보캔' 나온다…롯데칠성, 코카-콜라와 정면승부",경제,25,"업계 한 관계자는 ""다가오는 여름 시즌을 대비해 맥주나 탄산음료를 제조하는 주요 업체가 용량을 다변화하는 움직임을 보일 것""이라며 ""제조사와 소비자 모두의 부담을 최소화할 수 있다는 장점이 있다""고 설명했다.",116
