newsID,title,label,sentenceNo,sentenceContent,sentenceSize
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,28,"강 의원은 ""우선 신행정수도법을 입법하고 차차 위헌 시비가 나오면 다시 헌재 결정을 받아봐야 한다""고 하면서도 ""관습헌법이란 건 사실 명문 헌법도 아니고 위헌 결정 당시에는 헌법재판관이 자의적으로 판단을 한 측면이 있다.",123
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,29,"(과거와 달리) 위헌 판결이 나지 않을 가능성도 높게 보고 있다""고 말했다.",42
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,30,이와 관련해 정계선 헌법재판관의 과거 발언이 주목된다.,30
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,31,2024년 정계선 당시 헌법재판관 후보자는 인사청문특위에서 무소속 김종민 의원(세종 갑)에게 '2004년 세종 행정수도 위헌 재판단'에 대한 질의를 받았다.,87
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,32,"정 후보자는 ""헌법을 흔히 살아있는 문서라고 한다""라며 ""행정수도 위헌에 대한 재판단은 고려해 볼 가치가 있다""고 답했다.",68
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,33,한편 민주당 내에서는 수도 이전 계획이 아직 검토 중인 사안인 만큼 쉽게 결정할 사안이 아니라는 신중론도 제기되고 있다.,67
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,34,"8일 김민석 수석최고위원은 MBC라디오 《김종배의 시선집중》에서 수도 이전 문제에 대해 ""그걸 헌법 개정의 내용에 넣으려면 정말 토론을 많이 해야 된다.",85
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,35,"쉬운 문제가 아니다""라고 답했다.",18
LC_M09_2025-04-10_대통령 청와대 복귀_14,"'盧 의지' '충청 표심' '균형발전'…이재명, '수도 세종' 띄워 세 마리 ...",경제,36,"한 민주당 관계자는 ""이 전 대표와 몇몇 개별 의원 간 긴밀한 논의가 진행되고 있는 상황이지 아직 당의 공식적인 행보로 정한 바는 아니다""라고 말했다.",84
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,1,"청와대 인근 상인들 기대감 '솔솔' 대통령실, 청와대·용산·세종 중 어디로 청와대 이전 후 인근 상인 매출 30% ↓ 재이전 후 시위 끊이지 않을까 걱정 사진=연합뉴스 조기대선이 50여일 남은 상황에서 차기 대통령 집무실에 대한 관심이 모아지고 있다.",140
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,2,일각에서 청와대로 대통령 집무실 재이전 가능성이 거론되면서 차기 정권에서 청와대 관람 중단을 우려한 시민들이 몰리려는 듯한 분위기도 감지된다.,79
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,3,국민의힘 대선 주자들은 청와대 복귀를 주장하고 있다.,29
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,4,지난 8일 대선 출마를 선언한 안철수 의원은 일단 용산에서 시작하되 청와대를 개조해 청와대로 이전하자고 했다.,61
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,5,"홍준표 대구시장도 시장 퇴임식을 앞두고 열린 기자회견에서 ""당연히 청와대로 복귀해야 한다""고 목소리를 높였다.",61
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,6,현실적인 부분을 고려하면 용산 대통령실을 그대로 써야 한다는 주장도 나온다.,42
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,7,오는 13일 대선 출마 선언을 예고한 오세훈 서울시장은 비용 문제를 들어 용산 집무실 이전에 부정적인 입장이다.,62
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,8,세종 이전 가능성도 여전히 제기되고 있다.,23
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,9,더불어민주당 내에선 윤 전 대통령 파면 후 '용산 불가론'이 확산하고 있다.,42
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,10,현재 민주당은 이재명 전 대표 지시로 세종시 행정수도 이전을 재추진하고 있다.,43
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,11,행정수도 이전은 과거 노무현 정부 당시 헌법재판소의 위헌 결정을 받은 바 있다.,44
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,12,청와대는 70년 넘게 집무실로 사용된 만큼 상징성과 역사성 면에서 강점이 있다.,44
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,13,용산 집무실을 그대로 쓰면 이전 비용을 아낄 수 있다.,30
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,14,세종으로 집무실을 이전하면 실질적 지방 분권 시대를 열 수 있다.,36
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,15,청와대 이전에 최근 경기 침체까지 만난 인근 상인들은 반색하는 모습과 집회가 끊이질 않을 가능성에 우려하는 모습이 혼재했다.,69
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,16,청와대를 방문한 관람객들이 사진을 찍기 위해 기다리는 모습.,33
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,17,/사진=이민형 기자 ◇ 청와대 개방 후 매출 30% 하락 호소 노무현 전 대통령과 이명박 전 대통령이 종종 방문했다는 청와대 인근 해장국집(왼쪽)과 청와대 개방 이전 집회가 열리면 경찰에 의해 통행이 차단됐다는 '자하문로' 모습(오른쪽).,133
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,18,/사진=이민형 기자 청와대 재단에 따르면 윤석열 전 대통령의 파면 이후 첫 주말 동안 청와대 방문객 수는 급증했다고 한다.,68
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,19,특히 일요일이었던 지난 9일 방문객 수는 만 명을 돌파해 3월 대비 2배가량 늘어났다.,48
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,20,차기 대통령 선거 이후 청와대 관람이 중단될 수 있다는 가능성에 시민 방문이 늘어난 것으로 분석된다.,56
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,21,불경기에 뜻밖의 호재를 만난 청와대 앞길 인근 상인들은 집무실의 청와대 복귀 가능성을 환영하는 분위기였다.,59
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,22,상인들은 2022년 청와대가 개방되면서 대통령비서실 소속 직원들이 종로에서 용산으로 이주함에 따라 이곳 매출이 30%가량 떨어졌다고 입을 모았다.,81
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,23,과거 청와대 직원들의 회식 장소로 자주 이용되던 한정식집과 식사 장소였던 곰탕집 등은 2022년 청와대 개방 이후 매출 감소로 잇따라 폐업한 곳도 속출했다고 한다.,91
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,24,대통령비서실 공무원 정원표에 따르면 대통령실 전체로는 대략 1000여 명의 직원이 있다.,49
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,25,그중 대통령경호처 소속 직원이 500여 명이고 나머지 450여 명이 대통령비서실 소속 직원이다.,53
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,26,"20년째 이곳에서 해장국집을 운영하고 있다는 상인 A씨는 ""예전에 노무현 전 대통령도 우리 가게에 왔었고 이명박 전 대통령은 직원들 데리고 여러 번 방문해서 내가 직접 서빙하기도 했다""며 ""그때는 청와대 직원분들이 회식도 많이 하셨는데 요즘은 그런 게 전혀 없으니까 어렵다""고 전했다.",159
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,27,"40년째 이곳에서 장사한다는 편의점 업주 B씨는 ""솔직히 윤석열 전 대통령이 집무실을 용산으로 이전한다고 했을 때 아주 미웠다""며 ""요즘 아르바이트생 월급 주기도 빠듯하다""고 호소했다.",103
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,28,"◇ ""청와대 돌아와도 걱정"" 청와대 복귀가 현실화한다고 하더라도, 이곳 일대에서 집회가 재개돼 상권에 악영향을 미칠 가능성에 우려의 목소리도 나왔다.",83
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,29,"인근에서 정육점을 운영하는 C씨는 ""개방 이전에는 이곳 앞 자하문로에서 하루에 5곳씩 집회했다""며 ""집회하면 경찰이 도로를 아예 통제해버려 머리가 아프긴 하다""고 털어놨다.",96
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,30,실제 문재인 정부 때까지만 하더라도 일대는 시위로 몸살을 앓은 바 있다.,40
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,31,실제 외국인 관광객들은 최근 이곳 주변 시위에 대해 부정적인 반응을 내놨다.,42
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,32,"호주에서 온 관광객 아일라(23)씨는 ""매일 이곳에서 집회가 열렸다 보니 시끄럽고 통행이 어렵기도 했다""며 ""여행 날짜를 잘못 잡은 것 같아 걱정이었다""고 응답했다.",92
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,33,"정란수 한양대 관광학부 겸임교수는 ""청와대 인근에서 집회가 열리면 도로 통제로 인해 인근 상권 접근이 다소 어려워질 수는 있다""면서도 ""다만 집무실 재이전으로 직원들이 상시 방문하며 매출이 늘어날 수 있다""고 내다봤다.",122
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,34,전문가들은 일단 차기 대통령이 용산 집무실에서 임기를 시작할 가능성이 높다고 전망했다.,48
LC_M09_2025-04-10_대통령 청와대 복귀_14,다시 '청와대 시대' 열리나…이명박·노무현 맛집도 '들썩' [현장+],경제,35,"이희정 시립대 도시공학과 교수는 ""아직 불확실하지만, 시간이나 비용적인 측면에서 보면 업무를 용산에서 시작하는 게 불가피하지 않을까 싶다""고 평가했다.",84
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,1,청와대는 과거 우리나라 대통령 관저와 집무실로 사용된 건물이다.,35
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,2,청와대는 대통령이 이용하는 본관이 지나치게 크고 건물들이 지나치게 넓게 분산돼 문제가 됐다.,51
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,3,이 때문에 대통령 후보들은 “국민과 함께 호흡하겠다”며 청와대 집무실 이전 공약을 단골로 채택했다.,55
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,4,문재인 전 대통령도 대선 후보 당시 집무실을 광화문으로 옮겨 친구 같은 대통령이 되겠다고 밝혔다.,54
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,5,"하지만 경호와 의전, 시민 불편을 들어 무산됐다.",27
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,6,윤석열 전 대통령이 2022년 대선 승리 후 내놓은 국정 추진 1호는 대통령 집무실 용산 이전 계획이었다.,59
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,7,애초 광화문 집무실을 공약했으나 당선 열흘 만에 용산 집무실로 바뀌었다.,40
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,8,용산은 지하 벙커 등 안보시설이 구축돼 비용이 적게 든다는 이유였다.,38
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,9,당시 대통령 집무실 이전 과정에서 안보 공백이 발생할 것이라는 우려가 제기됐다.,44
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,10,실제 미국이 대통령실을 감청한 사실이 드러났고 북한 무인기가 용산 대통령실 인근까지 침투하는 일도 발생했다.,60
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,11,이전 비용도 예상보다 늘었다.,16
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,12,"윤 전 대통령 측은 496억 원이라고 발표했으나 ‘부대비용’이라는 명목으로 국방부와 행정안전부, 경찰청 예산 396억 원이 추가 투입됐다.",77
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,13,윤 대통령 파면으로 용산 집무실의 미래가 불투명해졌다.,30
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,14,여야를 막론하고 유력 대선후보들이 입주를 꺼리고 있기 때문이다.,35
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,15,이전 과정에 무속인 천공과 명태균 씨의 조언이 있었다는 사실이 공개된 탓이 크다.,45
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,16,‘불통’과 ‘주술’의 장소가 된 셈이다.,22
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,17,또 ‘비상계엄을 모의한 장소’라는 부정적 이미지를 무시할 수 없다.,37
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,18,대선 출마를 공식화한 홍준표 대구시장은 용산 시대 막을 내리고 청와대로 복귀하는 방안을 제시했다.,54
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,19,이런 분위기 때문인지 청와대 방문객이 평소보다 크게 늘었다고 한다.,37
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,20,국가균형발전 차원에서 대통령 집무실을 세종시로 옮기자는 행정수도론이 주목받고 있다.,46
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,21,김동연 경기지사와 김경수 전 경남지사가 여기에 찬성했다.,31
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,22,이재명 더불어민주당 전 대표 역시 지난 대선에서 이를 공약한 바 있다.,39
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,23,하지만 대통령 집무실 세종 이전이 쉽지 않다는 지적이 나온다.,34
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,24,앞서 2004년 헌법재판소가 노무현 정부의 신행정수도 건설특별법에 관해 위헌 결정을 내리며 서울이 관습헌법상 수도라는 점을 명확히 한 점도 걸림돌이다.,84
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,25,막대한 예산이 투입된 용산 대통령실을 해체하는 것도 논란이다.,34
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,26,대선 후보인 오세훈 서울시장은 비용 문제를 들어 용산 집무실 이전에 부정적이다.,44
LC_M09_2025-04-10_대통령 청와대 복귀_14,[도청도설] 차기 대통령 집무실,경제,27,차기 대통령 집무실 자리를 놓고 갑론을박이 이어지는 가운데 차기 대통령이 어떤 선택을 할지 궁금하다.,56
LC_M09_2025-04-10_대통령 청와대 복귀_14,"대선주자들 '용산 대통령실' 난색...""청와대 혹은 세종 옮기자""",경제,1,"민주당 ""군사 쿠데타 모의한 곳은 부적절""...이재명 '세종 집무실' 검토 지시 홍준표·안철수 ""청와대로 옮겨야""...오세훈은 이전 부정적 무소속 김종민 ""집무실 세종으로 옮기고 자치분권 개헌하자"" ◆…헌법재판소가 윤석열 대통령 파면을 선고한 4일 서울 용산구 대통령실에서 관계자들이 봉황기를 내리고 있다.",171
LC_M09_2025-04-10_대통령 청와대 복귀_14,"대선주자들 '용산 대통령실' 난색...""청와대 혹은 세종 옮기자""",경제,2,[사진=연합뉴스] 윤석열 정부를 상징하는 '용산 대통령실'이 대선 주자들의 기피시설이 되는 분위기다.,56
LC_M09_2025-04-10_대통령 청와대 복귀_14,"대선주자들 '용산 대통령실' 난색...""청와대 혹은 세종 옮기자""",경제,3,"경호나 보안 등 현실적인 문제는 있지만, 일단 청와대로 복귀하거나 장기적으로 세종 등으로 집무실을 옮겨야 한다는 주장이 힘을 받는다.",74
