newsID,title,label,sentenceNo,sentenceContent,sentenceSize
LC_M09_2025-04-10_월드컵_001,[설왕설래] 충격적인 새만금 잼버리 감사 결과,경제,14,"잼버리 파행은 대회 조직위원회와 감독 기관인 여성가족부, 대회를 유치한 전라북도의 부실·무책임 행정이 총체적으로 겹쳐 일어난 실패로 결론 내렸다.",81
LC_M09_2025-04-10_월드컵_001,[설왕설래] 충격적인 새만금 잼버리 감사 결과,경제,15,위법·부당사항을 열거하기도 힘들 정도다.,22
LC_M09_2025-04-10_월드컵_001,[설왕설래] 충격적인 새만금 잼버리 감사 결과,경제,16,잼버리 파행을 겪고도 전북도는 2036 하계올림픽 유치에 도전한다.,37
LC_M09_2025-04-10_월드컵_001,[설왕설래] 충격적인 새만금 잼버리 감사 결과,경제,17,잼버리보다 훨씬 규모가 큰 올림픽을 제대로 치를 수 있겠느냐는 얘기가 나오는 것은 당연하다.,51
LC_M09_2025-04-10_월드컵_001,[설왕설래] 충격적인 새만금 잼버리 감사 결과,경제,18,잼버리 감사 결과를 반면교사 삼아 철저히 준비해야 한다.,31
LC_M09_2025-04-10_월드컵_001,[설왕설래] 충격적인 새만금 잼버리 감사 결과,경제,19,그게 어렵다면 올림픽 개최 도전은 아예 접는 게 오히려 나을지 모른다.,39
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,1,문화체육관광부(문체부)가 지난달 축구장 잔디 관리 문제를 해결하기 위해 한국프로축구연맹과 함께 K리그 경기가 열리는 축구장 총 27곳의 잔디 상태를 전수조사한다고 발표했다.,96
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,2,늦었지만 그나마 다행이다.,14
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,3,"연간 예산 100억원이 넘는 프로축구구단이 수두룩하고, 연 예산 1000억원이 넘는 대한축구협회가 있는데도 그깟 잔디 하나 제대로 관리하지 못해 정부가 나서야 한다니.",93
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,4,"우리는 23년 전인 2002년에 일본과 함께 월드컵축구대회를 개최했고, 대회를 성공적으로 치렀다.",54
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,5,당시 상암동 서울월드컵경기장을 비롯해 전국에 10개의 축구 전용 경기장을 건설했다.,46
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,6,잔디는 경기장의 일부다.,13
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,7,그런데 아직도 축구장의 잔디가 미해결 난제로 남아 있다.,31
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,8,지난 3월 홈에서 열린 월드컵 예선경기 A매치 2연전도 서울월드컵경기장 잔디 상태가 악화해 고양종합운동장(오만)과 수원월드컵경기장(요르단)에서 열렸다.,84
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,9,그런데도 경기 후 선수들의 불만이 쏟아졌다.,24
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,10,"대표팀 주장 손흥민은 지난달 25일 요르단전이 끝난 뒤 “이런 말을 또 해서 그렇지만, 홈 경기인 만큼 좋은 컨디션과 환경에서 해야 하는데, 그러질 못하고 개선이 안 되는 게 속상하다”고 했다.",108
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,11,또 “어느 나라든 춥고 덥다.,16
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,12,"그런데 다른 나라는 잔디가 잘돼 있고, 우리는 그렇지 않다.",33
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,13,다른 방법을 찾아야 하지 않을까 생각한다”고 했다.,28
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,14,대한민국 회원제 골프장의 잔디 상태는 최상급이다.,27
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,15,양탄자를 밟고 걷는 것처럼 잔디 상태가 최고 상태를 유지하고 있다.,37
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,16,다른 종목과 달리 경기장인 골프장 관리를 직접 하는 것이다.,33
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,17,잔디가 망가지면 곧바로 조치한다.,18
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,18,그런데 축구장은 대부분 지자체가 만든 시설관리공단이 한다.,32
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,19,서울월드컵경기장은 경기장 관리의 주체도 FC 서울이나 대한축구협회가 아닌 공기업 서울시설공단이다.,54
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,20,서울시설공단은 경기장뿐만 아니라 서울의 모든 공공시설을 일일이 다 관리하고 있다.,45
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,21,서울시에 있는 수많은 관리 대상의 공공시설 중 하나에 불과한 서울월드컵경기장의 잔디에 대해서는 큰 관심을 두지 않는다.,66
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,22,축구장의 잔디는 골프와 달리 선수들이 엄청난 스피드를 감당해야 하므로 잔디 관리가 더 어렵다.,52
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,23,특히 지난겨울에는 엄청난 양의 눈이 내려 축구장 잔디 관리가 더 힘들었을 것이다.,45
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,24,김영하 전 성남FC 대표는 “우리가 직접 관리하는 연습구장도 금방 잔디가 손상된다.,46
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,25,해외 축구장을 가보니 경기를 치른 뒤 곧바로 잔디를 바꾸는 것을 보고 놀랐다.,43
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,26,몇 개 경기장만이라도 대한축구협회가 직접 관리를 해 줬으면 좋겠다”고 했다.,42
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,27,지자체는 행안부 소관이다.,14
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,28,문체부의 관여가 과연 얼마나 효과가 있을까 모르겠다.,29
LC_M09_2025-04-10_월드컵_002,[성백유의스포츠속이야기] 축구장 잔디는 서글프다,경제,29,성백유 대한장애인수영연맹 회장·전 언론중재위원,25
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,1,서울 광화문 국립고궁박물관에서 날개를 적시는 비둘기 한 쌍.,33
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,2,"이호재 기자 [서울경제] 오는 7월부터 서울 한강공원과 광화문광장 등지에서 비둘기, 까치 등 유해야생도물에게 먹이를 주다가 적발되면 최대 100만의 과태료가 부과된다.",93
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,3,서울시는 시내 도시공원과 한강공원 총 38곳을 '유해야생동물 먹이주기 금지구역'으로 지정해 오는 10일 고시한다고 9일 밝혔다.,71
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,4,"지난해 1월 지방자치단체장이 조례로 유해야생동물 먹이 주기를 금지할 수 있고, 이를 어기면 과태료를 부과할 수 있도록 '야생생물 보호 및 관리에 관한 법률'이 개정된 데 따른 것이다.",102
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,5,"후속 조치로 '서울시 유해야생동물 먹이주기 금지에 관한 조례'가 지난 1월 제정, 시행됐고 이번에 고시로 금지 기간과 구역을 지정했다.",75
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,6,"현행법상 유해야생동물은 장기간에 걸쳐 무리를 지어 농작물이나 과수에 피해를 주는 참새, 까치, 까마귀를 비롯해 일부 지역에서 서식 밀도가 너무 높아 피해를 주는 비둘기, 고라니, 멧돼지 등이다.",108
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,7,먹이주기 금지 기간은 오늘 7월부터 3년간이며 시장은 금지구역 지정의 변경 또는 해제를 3년마다 검토할 수 있다.,63
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,8,"금지구역에는 서울숲, 남산공원, 월드컵공원, 여의도공원, 북서울꿈의숲, 서울대공원 등 대부분의 공원이 포함됐다.",62
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,9,"서울광장, 광화문광장과 한강공원 11곳(광나루·잠실·뚝섬·잠원·이촌·반포·망원·여의도·난지·강서·양화)도 금지구역으로 지정됐다.",71
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,10,금지구역에서 먹이를 주다 적발되면 최대 100만원의 과태료를 내야 한다.,40
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,11,"1회 적발 시 20만원, 2회 50만원, 3회 100만원이다.",34
LC_M09_2025-04-10_월드컵_003,"""잠시만요, 방금 비둘기 먹이 주셨죠? 과태료 '100만원'입니다""",경제,12,"서울시는 ""다중이 이용하는 장소에서 유해야생동물의 배설물, 털 날림 등으로 인한 위생상 피해와 건물 부식·훼손 등의 재산상 피해를 예방하고 최소화하고자 한다""며 ""6월 30일까지 계도 기간을 두고 7월 1일부터 단속과 과태료 부과를 시행할 예정""이라고 밝혔다.",145
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,1,"[앵커] 3년 전 손흥민 선수가 마스크를 쓰고 월드컵 경기를 뛰었던 모습, 기억하실 겁니다.",51
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,2,눈 주위 뼈가 부러지는 안와골절 부상 때문이었습니다.,29
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,3,"국내 의료진이 이 안와골절 치료에 3D 프린팅 기술을 도입했더니, 놀라운 결과가 나왔습니다.",51
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,4,"[리포트] 하얀 파스처럼 보이는 길이 4cm가량의 조각, 3D 프린터로 만든 인공뼈입니다.",50
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,5,"눈 주변 안와골절 부위에 삽입하는 용도인데, 서울아산병원 의료진이 국내 최초로 3D 프린팅 기술을 도입해 제작했습니다.",66
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,6,기존 인공뼈는 평면 형태로 대량 생산한 뒤 환자 골절 부위에 맞춰 다시 잘라 써야 했습니다.,51
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,7,"사호석 / 서울아산병원 안과 교수 ""평면 형태의 임플란트를 넣다 보니까 우리 몸의 뼈와 잘 맞지 않아서 그게 원래 위치에서 벗어나서 빠지거나 이동하거나 주변 조직이 끼거나 이런 문제가 많이 있었거든요."" 하지만 3D 프린터로 만든 인공뼈는 처음부터 환자 맞춤형으로 생산됩니다.",154
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,8,수술 시간은 최대 1/15로 줄었습니다.,22
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,9,이렇게 3D프린터로 만든 인공뼈를 사용하면 20초 안에 삽입을 끝낼 수 있습니다.,45
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,10,덕분에 수술 40건 가운데 출혈이나 염증 같은 합병증은 1건도 없었습니다.,41
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,11,수술 정확도도 올라갔습니다.,15
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,12,의료진이 CT촬영으로 비교해 보니 수술 전엔 골절된 조직이 9% 정도 더 컸지만 수술 6개월 후엔 정상 수준으로 줄었습니다.,69
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,13,안와골절로 생길 수 있는 안구함몰이나 복시 등 증상도 6개월 안에 모두 사라졌다는 것이 의료진 설명입니다.,59
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,14,초기 수술이 잘못돼 합병증으로 고생하는 환자들도 3D 프린팅 인공뼈 재수술을 통해 회복할 수 있을 것이란 기대도 나옵니다.,68
LC_M09_2025-04-10_월드컵_004,"안와골절에 3D 프린팅 기술 첫 도입…""인공 뼈 삽입에 20초 걸려""",경제,15,TV조선 박재훈입니다.,12
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,1,<앵커> 다가올 대선의 뒷이야기 알아보는 '대선네컷' 시간 한소희 기자와 이야기 나눠보겠습니다.,53
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,2,"한 기자, 오늘(10일)은 첫 번째 키워드로 어떤 걸 준비했습니까.",37
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,3,<기자> '조심 또 조심'으로 뽑아봤습니다.,24
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,4,"오늘, 한동훈 전 국민의힘 대표가 국회 본관 앞에서 대선 출마 선언을 했죠.",42
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,5,"야외인 만큼 지지자들도 많이 몰렸는데, '한동훈'이라고 연호하거나, 피켓을 들고 있는 지지자들을 찾아보기 쉽지 않았습니다.",68
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,6,이게 사실 이유가 있었는데요.,16
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,7,한 전 대표 팬카페의 게시글을 먼저 한 번 보실까요.,29
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,8,"""공식 선거운동 기간이 아니라서 어떤 유세도, 구호도 사전 선거운동으로 처벌된다""는 운영진의 글이 올라와 있습니다.",64
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,9,"사인, 셀카, 악수 요청도 유세로 간주된다면서, 한동훈 후보의 당선을 원한다면 그냥 바라만 보시라고 적혀 있습니다.",64
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,10,"행여 자신들이 지지하는 주자에게 의도치 않은 피해를 줄까 봐, 조심 또 조심하는 것으로 볼 수도 있겠죠.",58
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,11,<앵커> (두 번째 키워드는 '충성'입니다.) 충성이라면 군인들이 많이 쓰는 말 아닌가요.,50
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,12,이게 왜 나온 겁니까.,12
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,13,"<기자> 어제 대선 출마 선언을 한 이철우 경북지사가 윤석열 전 대통령을 찾아가 만났는데, 이 자리에서 윤 전 대통령이 이런 당부를 했다고 합니다.",82
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,14,[이철우/경북지사 (채널A 라디오쇼 '정치시그널') : '열심히 뛰어서 대통령이 되면 사람 쓸 때 충성심만 봐라' 이렇게.,68
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,15,"그동안 배신자들한테 상처를 입었다, 이런 뜻인 것 같고….] 윤 전 대통령은 과거에 이런 말을 했잖아요.",58
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,16,[윤석열/당시 여주지청장 (지난 2013년) : 저는 사람에 충성하지 않기 때문에 제가 이런 말씀을 드리는 겁니다.] 이 지사의 SNS에는 윤 전 대통령의 발언이 앞뒤가 맞지 않는다는 댓글이 이어지고 있는데요.,117
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,17,"이 지사는 윤 전 대통령에 대한 파면이 선고되기 이전에는 윤 전 대통령 탄핵심판이 각하되길 바란다면서 권위주의 정권 시절에나 썼던 '각하'란 호칭을 다시 쓰자고, 즉 ""윤석열 대통령 각하 부르기 운동을 하자""는 글을 SNS에 올렸다가 삭제한 바 있습니다.",142
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,18,"<앵커> 세 번째 키워드는, 월드컵 조 추첨이네요.",28
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,19,이것도 대선이랑은 거리가 멀어 보이는데요.,23
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,20,<기자> 국민의힘 얘기입니다.,16
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,21,경선 참여자가 10명을 넘어 20명에 육박할 거란 관측도 나오죠.,36
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,22,경선 참여자가 많은 상황에 대비해 월드컵처럼 조를 편성해서 경선 토론을 하기로 했습니다.,49
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,23,[이양수/국민의힘 사무총장 : 월드컵 조 추첨 하듯이 프로야구나 프로축구 미디어데이 하듯이 국민적 관심을 불러일으키고….] 계엄과 탄핵 정국에서 대선을 치르게 된 국민의힘 입장에서는 이렇게 당내 경선을 흥행시켜서 국민적 관심을 끌려는 아이디어도 나오고 있습니다.,146
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,24,"<앵커> 그렇군요, 이제 마지막 키워드도 소개해 주시죠.",31
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,25,한덕수 대통령 권한대행의 헌법재판관 후보자 지명 등을 놓고 정치권이 공방을 벌이고 있잖아요.,51
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,26,이런 와중에 화기애애한 모습이 연출됐습니다.,24
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,27,국회 기후특위 첫 회의에서 국민의힘 간사로 내정된 임이자 의원이 자신을 특위 위원장으로 추천한다는 농담을 던진 겁니다.,66
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,28,"[임이자/국민의힘 의원 : (국민의힘은 아무도 추천 안 하네?) 제가 하고 싶습니다!] 이후 임 의원은 자천을 철회하고, 민주당 한정애 의원을 위원장으로 추천했습니다.",93
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,29,한 의원도 재치 있게 받아치면서 회의장에 웃음이 번졌습니다.,33
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,30,"[한정애/국회 기후특위 위원장 : 존경하는 동료 위원 여러분, 위원장으로 선임된 한정애입니다.",52
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,31,"'안 될 수도 있겠구나'라는 생각이 들었습니다.] 양당의 합의로 새로 출범한 국회 기후 위기 특위는, 온실가스 감축, 탄소 중립 등 기후 위기 대책을 점검하고 제도 개선 방안 등을 논의할 계획입니다.",111
LC_M09_2025-04-10_월드컵_005,[대선네컷] 지지하는 대선 주자에 피해줄라…'조심 또 조심',정치,32,"(영상편집 : 전민규, 디자인 : 최재영·이연준·이재준)",31
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,1,"금지구역에서 비둘기에 먹이 주면...1회 적발 시 20만원, 2회 50만원 ""흡연부스 외부는 금연구역""이라는 표지판이 설치돼 있지만 여전히 길거리 흡연이 기승을 부리고 있다.",97
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,2,바람이 불면 주위로 담배연기가 퍼져 나간다.,24
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,3,"[사진=뉴스1] 오는 7월부터 서울의 한강공원, 서울숲, 남산공원 등 38곳에서 비둘기 등 유해 야생동물에 먹이를 주다가 적발되면 최대 100만 원의 과태료를 내야 한다.",95
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,4,"유해 야생동물은 비둘기를 비롯해 참새, 까치, 까마귀, 꿩, 고라니, 멧돼지, 청설모 등이다.",52
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,5,서울시는 광화문광장-공원 등 총 38곳을 '유해야생동물 먹이주기 금지구역'으로 지정해 10일 고시했다.,57
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,6,비둘기는 유해 ( 해로운 ) 동물 ...,22
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,7,장기간에 걸쳐 무리를 지어 농작물 또는 과수에 피해를 준다.,33
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,8,"배설물로 인해 다리, 건물 등을 부식시켜 경제적 피해를 안긴다.",35
LC_M09_2025-04-10_월드컵_006,7월부터 한강공원에서 비둘기에 밥 주면 과태료 20만원...길거리 흡연은...,경제,9,바로 유해(해로운) 야생동물이다.,18
